HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2004233.fn_usniwot1.005.2007307231328.Lai_1km,MOD15A2,A2004233,fn_usniwot1,2007307231328,Lai_1km,2,5,10,9,6,6,14,11,11,14,8,7,12,19,24,17,13,11,21,19,9,15,13,13,10,17,15,19,12,15,12,25,16,16,23,9,9,21,20,19,21,20,25,22,19,17,18,16,19
MOD15A2.A2004241.fn_usniwot1.005.2008257164728.FparExtra_QC,MOD15A2,A2004241,fn_usniwot1,2008257164728,FparExtra_QC,10110000,10110000,10110000,11000000,11000000,11000000,11000000,10110000,00001000,00000000,11000000,00000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,00000000,00000000,01000000,01000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,10000000,10000000,10000000,00000000
MOD15A2.A2004241.fn_usniwot1.005.2008257164728.FparLai_QC,MOD15A2,A2004241,fn_usniwot1,2008257164728,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004241.fn_usniwot1.005.2008257164728.FparStdDev_1km,MOD15A2,A2004241,fn_usniwot1,2008257164728,FparStdDev_1km,6,6,4,6,5,5,4,4,8,14,4,14,11,11,11,11,11,9,11,11,13,10,11,11,8,12,13,13,11,11,9,12,13,13,13,10,12,10,14,14,13,13,9,13,3,3,4,3,3
MOD15A2.A2004241.fn_usniwot1.005.2008257164728.Fpar_1km,MOD15A2,A2004241,fn_usniwot1,2008257164728,Fpar_1km,31,40,42,38,39,45,44,41,54,68,40,64,66,66,67,66,64,70,68,67,67,60,66,67,77,74,68,67,69,68,73,73,69,66,66,72,72,71,72,69,69,67,71,77,55,48,49,47,57
MOD15A2.A2004241.fn_usniwot1.005.2008257164728.LaiStdDev_1km,MOD15A2,A2004241,fn_usniwot1,2008257164728,LaiStdDev_1km,2,2,1,2,2,2,2,1,3,16,1,14,10,10,10,9,9,10,10,10,15,5,9,10,12,17,15,15,10,10,10,16,16,14,14,11,16,11,18,16,16,15,10,19,2,2,2,1,1
MOD15A2.A2004241.fn_usniwot1.005.2008257164728.Lai_1km,MOD15A2,A2004241,fn_usniwot1,2008257164728,Lai_1km,7,9,10,9,9,13,14,10,11,22,10,19,21,21,22,21,20,24,22,21,20,16,21,22,29,26,21,20,23,22,25,24,22,20,20,25,23,24,24,22,22,20,24,29,18,15,16,15,12
MOD15A2.A2004249.fn_usniwot1.005.2007313180231.FparExtra_QC,MOD15A2,A2004249,fn_usniwot1,2007313180231,FparExtra_QC,10001000,10000000,10000000,11000000,10000000,11000000,11000000,10001000,00000000,00100000,11000000,01000000,01001000,01000000,00000000,00000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,00000000,01000000,01000000,01000000,01000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,11000000,10000000,10100000,10000000,00000000
MOD15A2.A2004249.fn_usniwot1.005.2007313180231.FparLai_QC,MOD15A2,A2004249,fn_usniwot1,2007313180231,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004249.fn_usniwot1.005.2007313180231.FparStdDev_1km,MOD15A2,A2004249,fn_usniwot1,2007313180231,FparStdDev_1km,6,5,7,5,5,5,3,3,10,4,4,8,11,12,11,10,11,10,10,11,11,8,12,11,9,11,9,8,11,10,10,11,7,8,13,11,11,11,5,6,9,12,11,6,4,3,5,3,5
MOD15A2.A2004249.fn_usniwot1.005.2007313180231.Fpar_1km,MOD15A2,A2004249,fn_usniwot1,2007313180231,Fpar_1km,27,37,34,36,37,45,49,43,54,59,43,64,73,68,69,67,67,73,73,73,73,62,68,73,80,74,65,63,72,73,74,75,65,62,68,74,74,74,67,66,66,69,73,68,59,50,52,49,61
MOD15A2.A2004249.fn_usniwot1.005.2007313180231.LaiStdDev_1km,MOD15A2,A2004249,fn_usniwot1,2007313180231,LaiStdDev_1km,1,1,2,1,1,2,1,1,4,2,1,4,11,10,9,6,7,10,11,11,12,4,10,11,13,12,5,3,10,11,11,11,3,4,11,11,11,12,3,3,5,9,11,3,2,1,2,1,2
MOD15A2.A2004249.fn_usniwot1.005.2007313180231.Lai_1km,MOD15A2,A2004249,fn_usniwot1,2007313180231,Lai_1km,5,7,6,7,7,11,12,9,14,13,9,15,22,19,20,17,18,22,22,22,23,14,20,22,28,23,16,15,22,22,23,23,16,15,19,23,23,23,16,16,16,19,22,17,16,13,13,12,14
MOD15A2.A2004257.fn_usniwot1.005.2007316150212.FparExtra_QC,MOD15A2,A2004257,fn_usniwot1,2007316150212,FparExtra_QC,10001000,10000000,10000000,11000000,10000000,10000000,10100000,10001000,01000000,01000000,10100000,00000000,00000000,00000000,01000000,01000000,01000000,00000000,00000000,00000000,00000000,01000000,01000000,01000000,01000000,01000000,00000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,00000000,01000000,01000000,01000000,01000000,01000000,01000000,00100000,01000000,01000000,11000000,11000000,10100000,10100000,01000000
MOD15A2.A2004257.fn_usniwot1.005.2007316150212.FparLai_QC,MOD15A2,A2004257,fn_usniwot1,2007316150212,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004257.fn_usniwot1.005.2007316150212.FparStdDev_1km,MOD15A2,A2004257,fn_usniwot1,2007316150212,FparStdDev_1km,6,7,6,4,6,4,4,5,10,10,5,7,12,10,10,9,10,12,11,10,9,9,11,12,9,10,9,10,13,12,13,8,3,10,9,10,11,8,10,10,10,7,11,4,4,3,4,3,10
MOD15A2.A2004257.fn_usniwot1.005.2007316150212.Fpar_1km,MOD15A2,A2004257,fn_usniwot1,2007316150212,Fpar_1km,26,33,29,29,27,42,41,37,58,61,39,62,67,64,67,63,62,66,66,64,58,58,65,68,64,58,57,57,68,69,69,64,59,56,63,68,73,64,60,59,60,63,73,65,51,48,51,48,57
MOD15A2.A2004257.fn_usniwot1.005.2007316150212.LaiStdDev_1km,MOD15A2,A2004257,fn_usniwot1,2007316150212,LaiStdDev_1km,1,2,1,1,1,1,1,1,4,4,1,3,10,5,5,4,4,7,7,5,3,4,6,10,4,4,3,4,11,11,11,4,1,4,4,6,11,4,4,4,4,3,11,2,2,1,2,1,4
MOD15A2.A2004257.fn_usniwot1.005.2007316150212.Lai_1km,MOD15A2,A2004257,fn_usniwot1,2007316150212,Lai_1km,5,6,5,5,5,10,9,7,13,14,7,14,19,16,17,15,15,18,17,16,13,13,17,19,16,13,13,13,19,20,20,15,13,12,15,18,23,15,14,14,14,14,22,15,13,12,13,12,13
MOD15A2.A2004265.fn_usniwot1.005.2007319120735.FparExtra_QC,MOD15A2,A2004265,fn_usniwot1,2007319120735,FparExtra_QC,11000000,11000000,11000000,11000000,11001000,11001000,11001000,11000000,01000000,01000000,11001000,01001000,01001000,01000000,01000000,00110000,01001000,01001000,01001000,01000000,00100000,01001000,01001000,01001000,01000000,01000000,00100000,01000000,01001000,00100000,00100000,01000000,01000000,01000000,01001000,01001000,01001000,01000000,01000000,00000000,00001000,00001000,01000000,01001000,10001000,10001000,11000000,11000000,01001000
MOD15A2.A2004265.fn_usniwot1.005.2007319120735.FparLai_QC,MOD15A2,A2004265,fn_usniwot1,2007319120735,FparLai_QC,00010000,00010000,00010000,00000000,00000000,00000000,00000000,00010000,00010000,00010000,00000000,00000000,00000000,00000000,00010000,00010000,01100001,00000000,00000000,00000000,00001000,00000000,01100001,00000000,00000000,00000000,00001000,00000000,00000000,00010000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004265.fn_usniwot1.005.2007319120735.FparStdDev_1km,MOD15A2,A2004265,fn_usniwot1,2007319120735,FparStdDev_1km,0,0,0,7,0,5,0,0,7,8,0,8,0,6,5,11,248,0,4,8,5,5,248,0,8,8,10,9,4,9,8,8,8,10,8,4,4,6,7,11,10,9,8,10,6,5,5,5,9
MOD15A2.A2004265.fn_usniwot1.005.2007319120735.Fpar_1km,MOD15A2,A2004265,fn_usniwot1,2007319120735,Fpar_1km,7,7,7,14,20,23,5,19,43,45,19,50,32,26,36,21,85,42,46,44,51,36,89,32,47,45,48,57,34,35,45,44,45,51,53,46,47,49,41,53,59,56,48,48,39,38,47,45,57
MOD15A2.A2004265.fn_usniwot1.005.2007319120735.LaiStdDev_1km,MOD15A2,A2004265,fn_usniwot1,2007319120735,LaiStdDev_1km,0,0,0,1,0,1,0,0,2,2,0,3,0,1,1,2,248,0,1,2,2,1,248,0,3,2,3,3,1,2,2,2,2,3,3,1,1,2,2,4,4,3,2,3,2,2,2,2,3
MOD15A2.A2004265.fn_usniwot1.005.2007319120735.Lai_1km,MOD15A2,A2004265,fn_usniwot1,2007319120735,Lai_1km,1,1,1,2,3,5,1,3,8,9,3,10,6,5,7,3,36,9,10,9,10,7,43,6,10,9,10,13,6,6,8,9,9,11,12,10,10,10,8,11,14,13,9,10,9,9,11,11,13
MOD15A2.A2004273.fn_usniwot1.005.2007321230405.FparExtra_QC,MOD15A2,A2004273,fn_usniwot1,2007321230405,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100000,10100000,10100000,00100000,00100000,10100000,00100000,00100000,01000000,00100000,00110000,00100000,00100000,01000000,01000000,01001000,00100000,00100000,00100000,00110000,00110000,00110000,01000000,00100000,00110000,01000000,01000000,01000000,00110000,00100000,00110000,00110000,01000000,01000000,00110000,01000000,01000000,00110000,01000000,11000000,11000000,11000000,10100000,00100000
MOD15A2.A2004273.fn_usniwot1.005.2007321230405.FparLai_QC,MOD15A2,A2004273,fn_usniwot1,2007321230405,FparLai_QC,01101001,01101001,01101001,01101001,00001000,00001000,00001000,00001000,01101001,01101001,00001000,00001000,00001000,00000000,01101001,01101001,00001000,00001000,00000000,00000000,00000000,01101001,00001000,00001000,00000000,00000000,00010000,00010000,00001000,00010000,00000000,00000000,00000000,00010000,00010000,00010000,00010000,00000000,00000000,00010000,00001000,00000000,00010000,00000000,00000000,00000000,00000000,00001000,01101001
MOD15A2.A2004273.fn_usniwot1.005.2007321230405.FparStdDev_1km,MOD15A2,A2004273,fn_usniwot1,2007321230405,FparStdDev_1km,248,248,248,248,6,5,6,0,248,248,0,11,9,8,248,248,9,10,7,7,0,248,9,7,7,8,8,11,8,9,7,5,8,9,11,9,8,7,7,9,7,7,8,9,5,6,6,12,248
MOD15A2.A2004273.fn_usniwot1.005.2007321230405.Fpar_1km,MOD15A2,A2004273,fn_usniwot1,2007321230405,Fpar_1km,3,3,4,8,10,23,26,7,4,5,7,36,58,53,3,5,35,54,51,42,32,14,48,42,44,39,32,19,45,49,42,37,34,32,25,57,54,44,44,34,14,16,55,52,24,13,12,22,18
MOD15A2.A2004273.fn_usniwot1.005.2007321230405.LaiStdDev_1km,MOD15A2,A2004273,fn_usniwot1,2007321230405,LaiStdDev_1km,248,248,248,248,1,1,1,0,248,248,0,3,3,3,248,248,2,3,2,2,0,248,3,2,2,2,2,2,2,3,2,1,2,2,2,3,3,2,2,2,1,1,3,3,1,1,1,3,248
MOD15A2.A2004273.fn_usniwot1.005.2007321230405.Lai_1km,MOD15A2,A2004273,fn_usniwot1,2007321230405,Lai_1km,1,1,1,2,2,4,5,1,1,1,1,6,13,12,1,1,6,12,11,8,6,3,10,8,9,7,5,3,9,10,8,7,6,6,4,12,12,9,9,6,2,2,12,11,5,3,3,4,4
MOD15A2.A2004281.fn_usniwot1.005.2007324064239.FparExtra_QC,MOD15A2,A2004281,fn_usniwot1,2007324064239,FparExtra_QC,11000100,10000000,11001100,11000100,11000000,11001000,11000000,11000100,01000000,01000100,11000000,01001000,01001000,01000000,00100100,00110000,00110000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,00000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,10000000,10000000,10000000,10000000,00000000
MOD15A2.A2004281.fn_usniwot1.005.2007324064239.FparLai_QC,MOD15A2,A2004281,fn_usniwot1,2007324064239,FparLai_QC,00000000,01110001,01100001,01100001,01100001,00010000,00010000,00000000,00010000,00000000,00000000,00010000,00010000,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004281.fn_usniwot1.005.2007324064239.FparStdDev_1km,MOD15A2,A2004281,fn_usniwot1,2007324064239,FparStdDev_1km,0,248,248,248,248,6,4,0,10,4,5,5,12,11,8,10,10,14,12,10,10,8,9,10,10,10,10,10,10,12,11,10,10,10,10,12,12,10,10,10,10,9,12,8,4,4,4,4,8
MOD15A2.A2004281.fn_usniwot1.005.2007324064239.Fpar_1km,MOD15A2,A2004281,fn_usniwot1,2007324064239,Fpar_1km,7,3,3,4,8,25,33,21,39,48,35,50,65,67,56,60,62,69,69,65,61,55,64,65,65,60,59,61,65,69,67,65,57,61,64,68,69,65,59,60,60,63,68,58,41,40,34,39,55
MOD15A2.A2004281.fn_usniwot1.005.2007324064239.LaiStdDev_1km,MOD15A2,A2004281,fn_usniwot1,2007324064239,LaiStdDev_1km,0,248,248,248,248,1,1,0,2,1,1,2,11,8,3,4,4,16,12,5,4,3,5,5,5,4,4,5,5,12,8,5,4,4,5,12,12,6,4,4,4,4,12,3,1,1,1,1,3
MOD15A2.A2004281.fn_usniwot1.005.2007324064239.Lai_1km,MOD15A2,A2004281,fn_usniwot1,2007324064239,Lai_1km,1,1,0,1,2,5,7,3,7,9,7,10,18,18,12,14,15,22,20,17,14,12,16,17,16,14,13,15,16,20,18,16,13,14,16,20,20,16,13,14,14,15,20,12,9,9,8,9,12
MOD15A2.A2004289.fn_usniwot1.005.2007326163832.FparExtra_QC,MOD15A2,A2004289,fn_usniwot1,2007326163832,FparExtra_QC,11000000,10110000,10110000,10110000,11000100,10110000,10110000,11000000,01000000,01000000,10110000,01000100,00110000,00110000,01000000,00000000,01000000,00001000,00001000,00000000,00001000,00000000,01000000,01000000,00110000,00110000,00001000,01001000,01000000,01001000,00001000,00001000,00001000,00001000,00001000,01000000,00001000,00001000,00001000,00001000,00001000,01001000,00001000,00001000,10000000,10000000,10000000,10000000,00000000
MOD15A2.A2004289.fn_usniwot1.005.2007326163832.FparLai_QC,MOD15A2,A2004289,fn_usniwot1,2007326163832,FparLai_QC,01101001,01101001,01101001,01101001,00000000,00001000,00010000,00010000,00010000,00000000,00001000,00000000,00010000,00010000,00010000,00010000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004289.fn_usniwot1.005.2007326163832.FparStdDev_1km,MOD15A2,A2004289,fn_usniwot1,2007326163832,FparStdDev_1km,248,248,248,248,0,11,9,5,9,9,0,10,10,10,9,9,8,9,9,10,10,9,9,10,10,10,8,9,8,9,9,10,8,10,10,10,9,10,8,10,10,9,12,8,4,6,5,5,8
MOD15A2.A2004289.fn_usniwot1.005.2007326163832.Fpar_1km,MOD15A2,A2004289,fn_usniwot1,2007326163832,Fpar_1km,6,5,6,6,7,22,35,22,46,47,27,52,57,57,47,47,55,59,63,61,58,47,57,60,59,59,55,56,57,63,63,59,56,58,65,59,63,60,57,58,58,65,68,57,41,38,35,35,55
MOD15A2.A2004289.fn_usniwot1.005.2007326163832.LaiStdDev_1km,MOD15A2,A2004289,fn_usniwot1,2007326163832,LaiStdDev_1km,248,248,248,248,0,2,2,1,3,3,0,3,3,3,3,3,3,4,4,5,4,2,3,4,3,3,3,2,3,4,4,4,3,4,5,4,4,4,3,4,4,4,12,3,1,2,1,1,3
MOD15A2.A2004289.fn_usniwot1.005.2007326163832.Lai_1km,MOD15A2,A2004289,fn_usniwot1,2007326163832,Lai_1km,1,1,1,1,1,3,6,4,9,9,3,11,9,9,9,9,12,14,15,15,13,9,12,14,10,10,12,9,12,15,15,13,12,13,16,13,15,14,12,13,13,12,20,12,9,9,8,8,11
MOD15A2.A2004297.fn_usniwot1.005.2007328092141.FparExtra_QC,MOD15A2,A2004297,fn_usniwot1,2007328092141,FparExtra_QC,11001000,10100100,10100100,10000000,10001100,11001100,10100100,11000100,00000000,01001000,11001000,00001000,00100100,00110000,01000000,01001000,01000000,01000000,00000000,01000000,01000000,01001000,01000000,00110000,00000000,01001000,01001000,00000000,01000000,01001000,01001000,01001000,01000000,00000000,00000000,01000000,01000000,01000000,01000000,00110000,00000000,01000000,00000000,01000000,10000000,11000000,11000000,11000000,01000000
MOD15A2.A2004297.fn_usniwot1.005.2007328092141.FparLai_QC,MOD15A2,A2004297,fn_usniwot1,2007328092141,FparLai_QC,00001000,01100001,01100001,00010000,00000000,00000000,00000000,00000000,00010000,00010000,00010000,00000000,00000000,00001000,00010000,00000000,00010000,00010000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004297.fn_usniwot1.005.2007328092141.FparStdDev_1km,MOD15A2,A2004297,fn_usniwot1,2007328092141,FparStdDev_1km,0,248,248,0,0,9,0,0,11,10,7,7,11,8,10,8,9,9,6,8,9,9,9,7,8,10,10,10,9,10,10,10,11,10,8,11,11,11,11,10,11,8,10,11,0,5,4,7,10
MOD15A2.A2004297.fn_usniwot1.005.2007328092141.Fpar_1km,MOD15A2,A2004297,fn_usniwot1,2007328092141,Fpar_1km,9,4,4,9,9,17,38,26,43,44,34,52,67,54,62,65,58,64,52,62,57,58,58,51,53,62,61,59,64,65,64,61,59,61,64,68,68,61,59,61,60,66,65,59,37,40,38,35,57
MOD15A2.A2004297.fn_usniwot1.005.2007328092141.LaiStdDev_1km,MOD15A2,A2004297,fn_usniwot1,2007328092141,LaiStdDev_1km,0,248,248,0,0,1,0,0,2,2,1,2,9,2,3,3,2,3,2,3,2,2,3,2,3,3,3,3,3,4,4,3,3,3,3,9,9,3,3,3,3,3,4,3,0,1,1,1,3
MOD15A2.A2004297.fn_usniwot1.005.2007328092141.Lai_1km,MOD15A2,A2004297,fn_usniwot1,2007328092141,Lai_1km,1,1,1,1,1,2,6,3,6,6,5,8,14,9,11,12,10,12,11,11,10,9,10,8,12,11,10,10,11,12,12,11,10,10,11,14,14,11,10,10,10,12,12,10,6,7,6,6,9
MOD15A2.A2004305.fn_usniwot1.005.2007330103255.FparExtra_QC,MOD15A2,A2004305,fn_usniwot1,2007330103255,FparExtra_QC,11000100,11000100,10110100,10110100,10110000,10110000,10110000,11000100,01000000,01000000,10110000,01000000,00110000,01000000,01000000,00110000,00110000,00110000,00110000,00110000,00110000,01000000,00110000,00001100,00000000,00000000,00000000,00000000,01000000,00001000,00001100,01000000,00000000,00001000,00110000,00001000,00001000,00001000,01000000,01000000,00001000,01000000,00110000,01000000,10110000,10110000,11000000,10110000,00000000
MOD15A2.A2004305.fn_usniwot1.005.2007330103255.FparLai_QC,MOD15A2,A2004305,fn_usniwot1,2007330103255,FparLai_QC,01100001,01100001,01100001,01100001,00001000,00001000,00010000,00000000,01101001,01101001,00001000,01101001,00001000,00000000,00001000,00001000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004305.fn_usniwot1.005.2007330103255.FparStdDev_1km,MOD15A2,A2004305,fn_usniwot1,2007330103255,FparStdDev_1km,248,248,248,248,0,8,7,9,248,248,0,248,10,9,8,10,10,10,10,10,10,11,10,8,9,9,8,8,9,8,9,10,8,7,10,7,7,9,8,8,8,10,10,8,5,9,7,7,9
MOD15A2.A2004305.fn_usniwot1.005.2007330103255.Fpar_1km,MOD15A2,A2004305,fn_usniwot1,2007330103255,Fpar_1km,5,3,3,4,9,14,30,18,23,25,27,29,61,61,54,55,56,57,61,61,58,44,57,65,57,56,54,53,55,57,63,56,54,52,58,62,62,56,54,55,55,57,58,55,40,35,30,31,49
MOD15A2.A2004305.fn_usniwot1.005.2007330103255.LaiStdDev_1km,MOD15A2,A2004305,fn_usniwot1,2007330103255,LaiStdDev_1km,248,248,248,248,0,1,1,1,248,248,0,248,3,3,2,2,3,3,3,3,3,2,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,1,2,1,1,2
MOD15A2.A2004305.fn_usniwot1.005.2007330103255.Lai_1km,MOD15A2,A2004305,fn_usniwot1,2007330103255,Lai_1km,1,1,1,1,1,2,4,2,5,5,3,6,10,11,8,9,9,9,10,10,9,6,9,12,9,9,8,8,9,10,11,9,8,8,9,11,11,9,8,9,9,9,9,9,7,6,4,5,7
MOD15A2.A2004313.fn_usniwot1.005.2007332154033.FparExtra_QC,MOD15A2,A2004313,fn_usniwot1,2007332154033,FparExtra_QC,10100000,10100000,10100000,11000100,10100000,10100000,10100000,10100000,00100000,01000000,11000000,00110000,00100100,00100100,00100100,01000100,00000100,00000000,00100100,00000000,00000000,01000000,01001100,00000000,00000000,00000000,00001000,00001000,00001100,01001100,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00110000,00001000,00001000,00001000,00001000,10001000,10001000,10001000,10001000,00001000
MOD15A2.A2004313.fn_usniwot1.005.2007332154033.FparLai_QC,MOD15A2,A2004313,fn_usniwot1,2007332154033,FparLai_QC,00001000,01101001,01101001,01100001,01101001,01101001,00001000,00001000,01101001,01101001,00010000,01101001,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000
MOD15A2.A2004313.fn_usniwot1.005.2007332154033.FparStdDev_1km,MOD15A2,A2004313,fn_usniwot1,2007332154033,FparStdDev_1km,0,248,248,248,248,248,10,0,248,248,9,248,248,10,10,12,7,10,8,8,7,8,7,8,8,10,10,8,8,9,6,9,12,8,8,10,10,9,8,6,8,9,9,8,7,6,0,0,9
MOD15A2.A2004313.fn_usniwot1.005.2007332154033.Fpar_1km,MOD15A2,A2004313,fn_usniwot1,2007332154033,Fpar_1km,9,3,4,5,9,10,24,9,13,19,21,16,27,56,44,47,52,56,57,53,51,37,52,53,53,56,44,53,53,57,59,55,49,53,57,59,60,57,53,49,53,57,59,53,31,28,24,23,47
MOD15A2.A2004313.fn_usniwot1.005.2007332154033.LaiStdDev_1km,MOD15A2,A2004313,fn_usniwot1,2007332154033,LaiStdDev_1km,0,248,248,248,248,248,2,0,248,248,1,248,248,3,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2,2,3,2,1,1,0,0,2
MOD15A2.A2004313.fn_usniwot1.005.2007332154033.Lai_1km,MOD15A2,A2004313,fn_usniwot1,2007332154033,Lai_1km,1,1,1,1,2,2,3,1,3,4,3,3,6,9,6,7,8,9,9,8,8,5,8,8,8,9,6,8,8,9,10,9,7,8,9,10,10,9,8,7,8,9,10,8,4,4,3,3,7
MOD15A2.A2004321.fn_usniwot1.005.2007335163950.FparExtra_QC,MOD15A2,A2004321,fn_usniwot1,2007335163950,FparExtra_QC,10100100,10100100,10100000,10100000,10100000,10100100,10100100,10100000,00100100,00100100,10100100,00100100,00100100,00000000,00110100,00100100,00100100,00100100,00000100,00001000,00001000,00100000,01001100,00001100,00001000,00001000,00100000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00000000,00001000,00001000,10000000,10100000,11000000,10001000,00000000
MOD15A2.A2004321.fn_usniwot1.005.2007335163950.FparLai_QC,MOD15A2,A2004321,fn_usniwot1,2007335163950,FparLai_QC,01100001,01100001,01101001,01101001,01101001,01100001,01100001,01101001,01100001,01100001,01100001,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01101001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004321.fn_usniwot1.005.2007335163950.FparStdDev_1km,MOD15A2,A2004321,fn_usniwot1,2007335163950,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,0,11,8,9,8,11,10,9,9,248,9,9,9,11,6,10,10,9,8,7,9,9,8,10,8,10,9,10,9,8,8,10,6,6,5,7,8
MOD15A2.A2004321.fn_usniwot1.005.2007335163950.Fpar_1km,MOD15A2,A2004321,fn_usniwot1,2007335163950,Fpar_1km,2,2,1,1,2,4,11,13,15,15,18,20,45,58,37,54,54,58,63,60,58,17,55,59,54,58,49,50,57,65,66,63,57,58,62,58,65,59,57,58,58,63,64,58,31,34,34,31,54
MOD15A2.A2004321.fn_usniwot1.005.2007335163950.LaiStdDev_1km,MOD15A2,A2004321,fn_usniwot1,2007335163950,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,0,3,1,2,2,3,3,3,2,248,2,3,2,3,1,2,3,3,3,2,2,2,3,3,3,3,2,3,2,3,3,3,1,1,1,1,2
MOD15A2.A2004321.fn_usniwot1.005.2007335163950.Lai_1km,MOD15A2,A2004321,fn_usniwot1,2007335163950,Lai_1km,0,0,0,0,0,1,2,3,3,3,4,4,6,10,5,8,9,9,11,10,9,3,9,10,8,9,7,8,9,12,12,11,9,10,11,9,11,10,9,9,9,11,12,10,5,5,5,5,8
