HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2000161.fn_usniwot1.005.2006284212413.Lai_1km,MOD15A2,A2000161,fn_usniwot1,2006284212413,Lai_1km,3,4,3,3,5,8,15,7,5,10,8,12,15,19,16,19,23,22,23,17,15,14,22,26,23,17,12,14,22,21,29,19,14,14,27,20,29,35,16,17,21,15,24,22,19,18,17,16,14
MOD15A2.A2000169.fn_usniwot1.005.2006286212321.FparExtra_QC,MOD15A2,A2000169,fn_usniwot1,2006286212321,FparExtra_QC,10100000,11000000,11000000,11000000,11000000,11001000,10110000,11000000,01000100,01000100,11001000,00110000,00110000,01000000,01000000,01001000,01001000,00110000,00110000,01000000,01000000,01001000,01001000,01000000,00000000,01000000,01000000,00000000,01000000,01000000,01000000,01000000,01000000,00000000,00000000,01000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,10000000,10000000,10000000,00000000
MOD15A2.A2000169.fn_usniwot1.005.2006286212321.FparLai_QC,MOD15A2,A2000169,fn_usniwot1,2006286212321,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000169.fn_usniwot1.005.2006286212321.FparStdDev_1km,MOD15A2,A2000169,fn_usniwot1,2006286212321,FparStdDev_1km,5,7,8,5,4,5,3,6,10,9,4,3,8,10,8,8,9,11,11,9,4,9,11,11,5,8,6,6,10,10,9,10,8,8,10,10,10,7,8,3,9,5,10,10,4,3,4,4,10
MOD15A2.A2000169.fn_usniwot1.005.2006286212321.Fpar_1km,MOD15A2,A2000169,fn_usniwot1,2006286212321,Fpar_1km,24,30,32,34,33,39,42,36,42,48,43,52,62,61,75,74,71,68,67,64,59,61,68,67,58,63,55,57,72,72,71,73,48,58,62,73,72,65,48,58,54,59,71,66,53,48,48,47,57
MOD15A2.A2000169.fn_usniwot1.005.2006286212321.LaiStdDev_1km,MOD15A2,A2000169,fn_usniwot1,2006286212321,LaiStdDev_1km,1,2,2,1,1,2,1,2,4,4,2,1,4,5,11,10,10,11,10,5,2,5,10,10,3,4,2,3,11,11,10,12,3,4,5,12,11,4,3,1,4,2,10,9,2,1,2,2,6
MOD15A2.A2000169.fn_usniwot1.005.2006286212321.Lai_1km,MOD15A2,A2000169,fn_usniwot1,2006286212321,Lai_1km,5,6,6,7,7,11,12,8,10,13,11,12,17,17,28,27,24,22,22,18,15,17,22,22,18,18,14,14,25,25,24,25,14,15,18,26,25,19,14,15,16,15,24,23,17,15,17,17,17
MOD15A2.A2000177.fn_usniwot1.005.2006288235158.FparExtra_QC,MOD15A2,A2000177,fn_usniwot1,2006288235158,FparExtra_QC,10100000,10100000,11001000,11001000,11001000,11001000,11001000,11000000,00100000,00100000,11001000,01001000,01001000,00000000,01000000,01001000,01001000,01001000,01001000,00000000,00000000,01001000,01001000,01000000,01000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,01000000,00100000,00100000,01000000,00000000,01000000,10000000,10000000,10000000,10000000,01000000
MOD15A2.A2000177.fn_usniwot1.005.2006288235158.FparLai_QC,MOD15A2,A2000177,fn_usniwot1,2006288235158,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000177.fn_usniwot1.005.2006288235158.FparStdDev_1km,MOD15A2,A2000177,fn_usniwot1,2006288235158,FparStdDev_1km,5,5,5,4,6,5,4,4,0,10,4,5,11,11,9,9,11,9,10,11,7,9,10,9,10,6,5,3,9,9,8,8,2,8,6,8,8,10,8,9,10,4,9,7,3,4,3,4,10
MOD15A2.A2000177.fn_usniwot1.005.2006288235158.Fpar_1km,MOD15A2,A2000177,fn_usniwot1,2006288235158,Fpar_1km,24,34,33,34,35,41,44,33,38,52,42,60,70,66,72,71,67,72,72,67,62,64,69,72,66,67,56,52,72,72,74,77,63,58,33,77,75,72,47,48,57,59,73,46,57,52,53,53,51
MOD15A2.A2000177.fn_usniwot1.005.2006288235158.LaiStdDev_1km,MOD15A2,A2000177,fn_usniwot1,2006288235158,LaiStdDev_1km,1,1,1,1,2,2,2,1,0,5,1,2,11,10,10,10,10,10,10,11,4,5,10,10,10,3,2,1,10,10,10,12,1,4,2,12,11,12,3,4,5,2,11,3,2,2,2,2,4
MOD15A2.A2000177.fn_usniwot1.005.2006288235158.Lai_1km,MOD15A2,A2000177,fn_usniwot1,2006288235158,Lai_1km,5,7,7,7,8,12,14,7,9,14,11,16,23,21,25,24,22,25,24,22,17,18,23,25,23,19,14,12,25,25,27,29,17,15,8,29,27,25,12,13,17,15,26,12,18,16,17,17,14
MOD15A2.A2000185.fn_usniwot1.005.2006291084535.FparExtra_QC,MOD15A2,A2000185,fn_usniwot1,2006291084535,FparExtra_QC,10001000,11000000,10000000,10001000,10001000,11001000,11000000,10001000,00001000,00001000,11000000,01001000,01001000,01000000,00001000,00000000,01000000,01000000,01000000,01000000,01001000,00000000,00000000,01000000,00000000,01000000,01001000,01001000,00001000,01000000,01000000,01000000,01000000,01001000,01001000,00000000,01000000,00000000,01000000,01001000,01000000,01001000,00000000,00000000,11001000,11001000,11001000,11001000,01000000
MOD15A2.A2000185.fn_usniwot1.005.2006291084535.FparLai_QC,MOD15A2,A2000185,fn_usniwot1,2006291084535,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000185.fn_usniwot1.005.2006291084535.FparStdDev_1km,MOD15A2,A2000185,fn_usniwot1,2006291084535,FparStdDev_1km,6,6,5,6,3,4,4,5,9,11,5,11,10,6,8,8,10,10,10,6,3,11,8,5,8,1,6,8,9,5,8,7,11,11,9,11,3,11,12,7,10,6,8,11,4,3,4,4,10
MOD15A2.A2000185.fn_usniwot1.005.2006291084535.Fpar_1km,MOD15A2,A2000185,fn_usniwot1,2006291084535,Fpar_1km,34,42,41,37,38,46,47,43,62,69,46,66,64,57,58,56,54,72,72,67,72,62,52,57,79,74,68,70,60,59,76,80,59,67,71,68,72,66,66,56,59,68,59,69,62,55,56,54,54
MOD15A2.A2000185.fn_usniwot1.005.2006291084535.LaiStdDev_1km,MOD15A2,A2000185,fn_usniwot1,2006291084535,LaiStdDev_1km,2,2,2,2,1,2,2,2,6,11,2,10,7,3,4,4,4,11,11,4,2,7,4,2,11,1,4,6,5,2,11,12,6,11,10,11,2,10,11,4,6,4,4,12,2,2,2,2,7
MOD15A2.A2000185.fn_usniwot1.005.2006291084535.Lai_1km,MOD15A2,A2000185,fn_usniwot1,2006291084535,Lai_1km,8,10,11,9,10,16,18,11,19,26,12,23,22,14,18,17,14,25,25,20,22,20,16,15,34,23,20,22,20,15,28,32,18,22,24,25,22,23,23,16,19,20,19,25,21,18,18,17,16
MOD15A2.A2000193.fn_usniwot1.005.2006296155135.FparExtra_QC,MOD15A2,A2000193,fn_usniwot1,2006296155135,FparExtra_QC,11001000,11001000,11001000,11001000,11001000,11000000,11000000,11001000,01001000,01001000,11000000,01000000,01000000,01000000,01001000,01000000,01000000,01000000,01000000,01000000,01000000,01001000,01000000,01000000,01000000,01000000,01000000,00100000,01000000,01000000,01000000,01000000,01000000,00000000,00000000,01000000,01000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,11000000,10110000,11000000,11000000,00100000
MOD15A2.A2000193.fn_usniwot1.005.2006296155135.FparLai_QC,MOD15A2,A2000193,fn_usniwot1,2006296155135,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000
MOD15A2.A2000193.fn_usniwot1.005.2006296155135.FparStdDev_1km,MOD15A2,A2000193,fn_usniwot1,2006296155135,FparStdDev_1km,4,3,3,4,6,4,2,1,0,13,4,12,11,13,11,12,13,11,11,12,13,13,12,11,7,12,13,14,11,11,11,10,13,13,13,9,11,12,6,14,13,13,11,13,4,4,4,4,10
MOD15A2.A2000193.fn_usniwot1.005.2006296155135.Fpar_1km,MOD15A2,A2000193,fn_usniwot1,2006296155135,Fpar_1km,35,45,45,42,37,41,37,36,61,72,39,67,66,62,71,67,67,71,69,66,64,60,67,71,81,69,63,62,70,71,71,73,69,60,62,75,72,67,60,63,68,64,68,70,51,52,58,58,43
MOD15A2.A2000193.fn_usniwot1.005.2006296155135.LaiStdDev_1km,MOD15A2,A2000193,fn_usniwot1,2006296155135,LaiStdDev_1km,1,1,1,1,2,2,1,0,0,14,1,12,11,10,12,11,12,12,11,11,11,10,11,12,12,12,11,12,11,12,12,12,13,10,10,12,12,11,3,12,13,11,11,14,2,2,2,2,3
MOD15A2.A2000193.fn_usniwot1.005.2006296155135.Lai_1km,MOD15A2,A2000193,fn_usniwot1,2006296155135,Lai_1km,8,12,12,10,8,12,11,8,16,30,10,22,22,20,25,23,23,25,24,21,20,18,23,26,34,23,20,19,25,25,25,26,24,18,19,28,26,22,16,20,23,20,23,25,16,16,19,19,11
MOD15A2.A2000201.fn_usniwot1.005.2006298182825.FparExtra_QC,MOD15A2,A2000201,fn_usniwot1,2006298182825,FparExtra_QC,11001000,11001000,10001000,10001000,10001000,10000000,10001000,11000000,01001000,01000000,10001000,01001000,00001000,00001000,00001000,01001000,00001000,01001000,00001000,00001000,00000000,01001000,01001000,00001000,01000000,00001000,01000000,01000000,01001000,00001000,01001000,00000000,01000000,00001000,00001000,01001000,01001000,00100000,01001000,00000000,00000000,01000000,01001000,00000000,10000000,10001000,10001000,10001000,00100000
MOD15A2.A2000201.fn_usniwot1.005.2006298182825.FparLai_QC,MOD15A2,A2000201,fn_usniwot1,2006298182825,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000201.fn_usniwot1.005.2006298182825.FparStdDev_1km,MOD15A2,A2000201,fn_usniwot1,2006298182825,FparStdDev_1km,5,6,5,6,5,5,4,4,10,10,4,6,8,11,8,8,11,7,8,10,4,7,8,8,11,3,10,9,7,7,10,2,9,8,5,8,9,8,13,7,8,10,9,6,4,5,4,5,10
MOD15A2.A2000201.fn_usniwot1.005.2006298182825.Fpar_1km,MOD15A2,A2000201,fn_usniwot1,2006298182825,Fpar_1km,38,47,48,45,43,51,57,51,61,65,51,68,76,69,80,75,73,77,75,72,62,64,75,76,63,64,49,42,78,78,76,63,57,59,61,81,78,61,68,61,62,58,77,65,59,56,59,56,50
MOD15A2.A2000201.fn_usniwot1.005.2006298182825.LaiStdDev_1km,MOD15A2,A2000201,fn_usniwot1,2006298182825,LaiStdDev_1km,2,2,2,2,2,2,2,2,9,9,2,3,11,10,12,10,12,11,11,11,2,4,10,11,9,2,4,3,11,11,12,1,4,4,2,12,12,5,12,4,5,5,12,4,2,2,2,2,4
MOD15A2.A2000201.fn_usniwot1.005.2006298182825.Lai_1km,MOD15A2,A2000201,fn_usniwot1,2006298182825,Lai_1km,9,11,12,11,10,16,19,13,20,23,14,20,28,23,32,27,26,29,27,25,16,18,27,28,21,18,13,11,29,30,30,17,16,15,16,33,31,19,23,18,19,17,30,20,20,18,20,18,14
MOD15A2.A2000209.fn_usniwot1.005.2006304163512.FparExtra_QC,MOD15A2,A2000209,fn_usniwot1,2006304163512,FparExtra_QC,10100000,10001000,10001000,10100000,10001000,10100000,11000000,10001000,00001000,00001000,10001000,00100000,00001000,01000000,01001000,01001000,00100000,00001000,01000000,01001000,01001000,00001000,01000000,01000000,01001000,00001000,01001000,00001000,00100000,01000000,01001000,01001000,00001000,00001000,00001000,00001000,01001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,10001000,10001000,10001000,10001000,00001000
MOD15A2.A2000209.fn_usniwot1.005.2006304163512.FparLai_QC,MOD15A2,A2000209,fn_usniwot1,2006304163512,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000209.fn_usniwot1.005.2006304163512.FparStdDev_1km,MOD15A2,A2000209,fn_usniwot1,2006304163512,FparStdDev_1km,5,4,3,5,4,5,5,4,10,12,4,0,7,6,10,8,7,9,6,4,9,6,8,5,10,7,10,4,5,4,8,3,8,8,6,3,5,2,7,9,8,4,7,11,4,5,4,4,10
MOD15A2.A2000209.fn_usniwot1.005.2006304163512.Fpar_1km,MOD15A2,A2000209,fn_usniwot1,2006304163512,Fpar_1km,35,41,39,26,29,42,46,29,58,64,29,55,46,62,49,46,51,50,68,66,52,44,58,63,50,48,53,61,62,65,81,73,47,60,64,46,76,67,47,50,51,62,73,60,56,54,55,52,53
MOD15A2.A2000209.fn_usniwot1.005.2006304163512.LaiStdDev_1km,MOD15A2,A2000209,fn_usniwot1,2006304163512,LaiStdDev_1km,1,1,1,1,1,2,2,1,5,10,1,0,3,3,4,3,3,3,4,3,4,2,3,3,4,3,5,2,3,2,12,2,3,4,3,1,5,1,3,3,3,2,6,6,2,2,2,2,4
MOD15A2.A2000209.fn_usniwot1.005.2006304163512.Lai_1km,MOD15A2,A2000209,fn_usniwot1,2006304163512,Lai_1km,7,10,10,5,7,12,14,7,16,20,7,14,12,17,13,13,12,13,20,19,16,11,15,17,14,12,15,16,17,18,34,23,12,16,18,12,26,19,12,13,13,16,24,18,18,17,18,16,14
MOD15A2.A2000225.fn_usniwot1.005.2006308212223.FparExtra_QC,MOD15A2,A2000225,fn_usniwot1,2006308212223,FparExtra_QC,10100000,10100000,11000000,11000000,11000000,11000000,11000000,11000000,01000000,01000000,11000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,01000000,11000000,11000000,11000000,10000000,00000000
MOD15A2.A2000225.fn_usniwot1.005.2006308212223.FparLai_QC,MOD15A2,A2000225,fn_usniwot1,2006308212223,FparLai_QC,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000225.fn_usniwot1.005.2006308212223.FparStdDev_1km,MOD15A2,A2000225,fn_usniwot1,2006308212223,FparStdDev_1km,5,4,4,4,4,3,3,4,248,6,4,13,11,12,13,13,14,12,12,13,13,13,13,12,11,12,13,13,12,12,12,12,14,11,13,11,11,13,7,14,8,12,12,8,3,4,3,3,6
MOD15A2.A2000225.fn_usniwot1.005.2006308212223.Fpar_1km,MOD15A2,A2000225,fn_usniwot1,2006308212223,Fpar_1km,25,33,33,32,32,35,34,32,54,56,35,62,65,60,62,63,63,68,66,61,61,59,64,66,72,67,61,61,67,67,68,67,63,57,60,71,66,62,56,61,56,59,65,56,40,38,35,36,48
MOD15A2.A2000225.fn_usniwot1.005.2006308212223.LaiStdDev_1km,MOD15A2,A2000225,fn_usniwot1,2006308212223,LaiStdDev_1km,1,1,1,1,1,1,1,1,248,3,1,11,10,10,10,10,11,11,11,10,11,10,11,11,12,11,11,11,11,11,11,11,12,6,10,11,11,11,3,12,4,7,11,4,1,1,1,1,2
MOD15A2.A2000225.fn_usniwot1.005.2006308212223.Lai_1km,MOD15A2,A2000225,fn_usniwot1,2006308212223,Lai_1km,5,7,7,7,7,9,10,7,14,14,9,19,21,18,19,20,20,23,22,19,19,18,21,22,26,22,19,19,22,22,23,22,20,16,18,25,22,19,14,19,14,17,21,14,12,11,10,10,11
MOD15A2.A2000233.fn_usniwot1.005.2006309131750.FparExtra_QC,MOD15A2,A2000233,fn_usniwot1,2006309131750,FparExtra_QC,11000000,11000000,11000000,10001000,10001000,11001000,10001000,10001000,01001000,01000000,10001000,01001000,01000000,01000000,00001000,00001000,00001000,00001000,01000000,01000000,01000000,01000000,01001000,01001000,00110000,01000000,00100000,01000000,01000000,00110000,00110000,00100000,00100000,01000000,01000000,01000000,00110000,00100000,01000000,00100000,01000000,01000000,00100000,00100000,10100000,11000000,10100000,11000000,01000000
MOD15A2.A2000233.fn_usniwot1.005.2006309131750.FparLai_QC,MOD15A2,A2000233,fn_usniwot1,2006309131750,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00001000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000233.fn_usniwot1.005.2006309131750.FparStdDev_1km,MOD15A2,A2000233,fn_usniwot1,2006309131750,FparStdDev_1km,7,6,5,4,4,3,3,4,10,11,4,9,9,8,10,9,11,10,9,11,11,10,11,10,6,6,11,9,9,6,6,9,8,8,8,9,6,10,7,9,10,9,9,9,6,5,7,5,10
MOD15A2.A2000233.fn_usniwot1.005.2006309131750.Fpar_1km,MOD15A2,A2000233,fn_usniwot1,2006309131750,Fpar_1km,30,38,35,34,32,40,43,40,60,67,41,51,65,58,72,71,67,72,71,64,61,62,65,71,37,45,45,51,72,37,37,51,51,40,56,42,38,51,42,52,59,59,47,51,33,33,30,35,53
MOD15A2.A2000233.fn_usniwot1.005.2006309131750.LaiStdDev_1km,MOD15A2,A2000233,fn_usniwot1,2006309131750,LaiStdDev_1km,2,2,2,1,1,1,1,1,5,10,1,4,5,4,11,10,10,11,10,9,6,6,10,10,2,2,4,3,10,2,2,3,3,2,4,3,2,4,2,4,5,5,3,3,2,2,2,2,4
MOD15A2.A2000233.fn_usniwot1.005.2006309131750.Lai_1km,MOD15A2,A2000233,fn_usniwot1,2006309131750,Lai_1km,6,9,8,7,7,12,13,10,17,21,10,13,19,15,25,24,21,25,24,20,17,18,21,24,8,11,10,13,25,9,8,12,13,9,15,10,8,13,10,13,16,16,11,12,9,10,8,10,13
MOD15A2.A2000241.fn_usniwot1.005.2006311162452.FparExtra_QC,MOD15A2,A2000241,fn_usniwot1,2006311162452,FparExtra_QC,11000000,10001000,11001000,11001000,11000000,11000000,11000000,11001000,01001000,00100000,11000000,00100000,01000000,00000000,01001000,00000000,00000000,01000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,01000000,00000000,00000000,01000000,01000000,01000000,00000000,01000000,01000000,01000000,01000000,01000000,10100000,10100000,11000000,11000000,01000000
MOD15A2.A2000241.fn_usniwot1.005.2006311162452.FparLai_QC,MOD15A2,A2000241,fn_usniwot1,2006311162452,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000
MOD15A2.A2000241.fn_usniwot1.005.2006311162452.FparStdDev_1km,MOD15A2,A2000241,fn_usniwot1,2006311162452,FparStdDev_1km,6,6,6,6,4,5,4,4,4,10,4,15,11,11,11,11,11,9,10,11,9,8,11,11,8,11,10,10,9,10,14,9,13,10,11,13,13,14,10,8,8,10,13,9,4,5,6,3,5
MOD15A2.A2000241.fn_usniwot1.005.2006311162452.Fpar_1km,MOD15A2,A2000241,fn_usniwot1,2006311162452,Fpar_1km,30,37,38,37,32,39,42,42,60,48,40,65,67,65,74,67,67,71,69,66,64,65,67,68,76,66,60,61,71,68,69,71,67,60,65,74,69,63,61,63,63,60,66,65,45,45,42,41,54
MOD15A2.A2000241.fn_usniwot1.005.2006311162452.LaiStdDev_1km,MOD15A2,A2000241,fn_usniwot1,2006311162452,LaiStdDev_1km,2,2,2,2,1,2,1,1,2,3,1,15,10,9,14,10,10,10,10,10,5,5,10,10,11,9,5,6,10,10,16,10,15,5,9,17,15,14,6,4,5,5,14,5,2,2,2,1,2
MOD15A2.A2000241.fn_usniwot1.005.2006311162452.Lai_1km,MOD15A2,A2000241,fn_usniwot1,2006311162452,Lai_1km,7,9,9,8,7,11,13,11,16,10,10,20,22,21,28,21,22,24,23,21,18,19,22,23,28,21,16,17,24,22,23,25,20,17,21,26,22,18,17,18,18,17,20,19,13,13,12,12,13
MOD15A2.A2000249.fn_usniwot1.005.2006313130005.FparExtra_QC,MOD15A2,A2000249,fn_usniwot1,2006313130005,FparExtra_QC,10110000,10110000,11000000,10100000,11000000,11000000,11000000,11000000,00000000,01000000,11000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,01001000,00000000,00000000,00000000,01000000,00000000,00100000,00000000,00000000,00000000,01000000,01000000,00110000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,10000000,10000000,10000000,00000000
MOD15A2.A2000249.fn_usniwot1.005.2006313130005.FparLai_QC,MOD15A2,A2000249,fn_usniwot1,2006313130005,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2000249.fn_usniwot1.005.2006313130005.FparStdDev_1km,MOD15A2,A2000249,fn_usniwot1,2006313130005,FparStdDev_1km,6,7,5,4,5,5,4,3,10,8,3,4,10,10,11,12,10,8,10,8,9,10,10,10,6,5,9,9,9,9,8,10,5,6,10,9,10,8,5,5,9,10,10,5,4,4,4,3,8
MOD15A2.A2000249.fn_usniwot1.005.2006313130005.Fpar_1km,MOD15A2,A2000249,fn_usniwot1,2006313130005,Fpar_1km,29,34,37,33,37,49,53,40,55,65,42,66,73,68,73,68,72,77,74,66,52,62,72,73,76,66,44,51,75,75,77,73,61,62,61,77,74,66,61,61,60,60,73,67,51,49,52,49,53
MOD15A2.A2000249.fn_usniwot1.005.2006313130005.LaiStdDev_1km,MOD15A2,A2000249,fn_usniwot1,2006313130005,LaiStdDev_1km,1,2,1,1,1,2,1,1,4,4,1,2,11,5,11,10,9,10,10,4,4,6,9,10,5,2,3,3,10,10,10,11,2,3,5,12,11,4,2,2,5,5,10,2,2,1,2,1,3
MOD15A2.A2000249.fn_usniwot1.005.2006313130005.Lai_1km,MOD15A2,A2000249,fn_usniwot1,2006313130005,Lai_1km,5,6,7,7,7,12,14,8,14,19,9,15,22,17,22,19,21,24,22,16,14,18,21,22,22,16,11,12,23,23,24,22,14,14,17,25,23,16,14,14,16,16,22,16,13,12,13,12,13
MOD15A2.A2000257.fn_usniwot1.005.2006316064306.FparExtra_QC,MOD15A2,A2000257,fn_usniwot1,2006316064306,FparExtra_QC,10001000,10000000,10000000,10000000,10000000,10000000,10000000,10001000,00000000,00000000,11000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,10000000,10000000,10000000,00000000
MOD15A2.A2000257.fn_usniwot1.005.2006316064306.FparLai_QC,MOD15A2,A2000257,fn_usniwot1,2006316064306,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
